<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.08.30	145.868	146.537	145.559	146.219	105260	0	1
2023.08.31	146.218	146.241	145.348	145.522	103221	0	0
2023.09.01	145.522	146.294	144.439	146.212	118925	0	1
2023.09.04	146.154	146.498	146.021	146.450	45681	0	0
2023.09.05	146.468	147.801	146.269	147.699	88453	0	0
2023.09.06	147.708	147.817	147.016	147.653	84763	0	1
2023.09.07	147.594	147.873	147.043	147.267	79035	0	1
2023.09.08	147.281	147.869	146.583	147.788	80291	0	1
2023.09.11	146.997	147.260	145.899	146.561	116890	0	1
2023.09.12	146.577	147.234	146.434	147.082	72299	0	0
2023.09.13	147.075	147.745	147.011	147.447	102353	0	1
2023.09.14	147.452	147.568	147.015	147.467	100097	0	1
2023.09.15	147.463	147.950	147.338	147.828	90381	0	1
2023.09.18	147.688	147.877	147.553	147.588	62251	0	0
2023.09.19	147.605	147.921	147.502	147.852	61593	0	1
2023.09.20	147.852	148.352	147.473	148.323	89728	0	1
2023.09.21	148.338	148.461	147.320	147.557	88748	0	1
2023.09.22	147.588	148.419	147.504	148.365	75677	0	1
2023.09.25	148.176	148.961	148.176	148.856	39219	0	0
2023.09.26	148.870	149.186	148.702	149.052	47511	0	0
2023.09.27	148.973	149.708	148.858	149.626	47441	0	0
2023.09.28	149.486	149.637	149.144	149.304	55441	0	1
2023.09.29	149.236	149.503	148.523	149.325	67290	0	1
2023.10.02	149.605	149.875	149.404	149.852	47641	0	1
2023.10.03	149.842	150.158	147.291	148.978	77059	0	0
2023.10.04	148.987	149.318	148.732	149.107	63716	0	1
2023.10.05	149.111	149.118	148.254	148.497	108228	0	0
2023.10.06	148.500	149.535	148.294	149.255	118870	0	1
2023.10.09	149.040	149.234	148.430	148.492	97738	0	1
2023.10.10	148.493	149.097	148.161	148.706	113245	0	0
2023.10.11	148.675	149.323	148.424	149.155	121057	0	0
2023.10.12	149.125	149.828	148.955	149.802	122149	0	1
2023.10.13	149.768	149.828	149.453	149.563	100664	0	1
2023.10.16	149.342	149.762	149.325	149.504	79539	0	0
2023.10.17	149.491	149.848	148.959	149.792	72407	0	0
2023.10.18	149.803	149.931	149.481	149.914	72144	0	0
2023.10.19	149.894	149.959	149.663	149.776	105257	0	0
2023.10.20	149.712	149.989	149.632	149.845	80215	0	0
2023.10.23	149.780	149.986	149.551	149.692	63521	0	0
2023.10.24	149.707	149.946	149.317	149.895	79246	0	0
2023.10.25	149.913	150.313	149.791	150.231	64539	0	0
2023.10.26	150.177	150.775	149.839	150.362	73461	0	0
2023.10.27	150.375	150.408	149.456	149.604	83874	0	0
2023.10.30	149.496	149.851	148.802	149.061	70228	0	0
2023.10.31	149.018	151.706	149.014	151.618	126632	0	3
2023.11.01	151.604	151.624	150.659	150.902	96762	0	0
2023.11.02	150.889	150.924	149.842	150.435	76133	0	0
2023.11.03	150.435	150.513	149.187	149.352	82865	0	0
2023.11.06	149.302	150.074	149.299	150.068	48139	0	0
2023.11.07	150.069	150.689	149.862	150.322	36193	0	0
2023.11.08	150.294	151.053	150.288	150.960	36171	0	0
2023.11.09	150.972	151.384	150.766	151.342	44117	0	0
2023.11.10	151.331	151.598	151.219	151.521	44867	0	0
2023.11.13	151.417	151.906	151.198	151.715	54269	0	0
2023.11.14	151.718	151.782	150.150	150.376	80431	0	0
2023.11.15	150.369	151.418	150.048	151.362	88615	0	0
2023.11.16	151.210	151.427	150.283	150.711	49554	0	0
2023.11.17	150.716	150.770	149.192	149.576	59084	0	0
2023.11.20	149.503	149.986	148.100	148.339	71934	0	0
2023.11.21	148.348	148.591	147.150	148.385	80171	0	1
2023.11.22	148.289	149.746	148.014	149.520	69709	0	0
2023.11.23	149.499	149.685	148.887	149.547	21852	0	0
2023.11.24	149.525	149.708	149.194	149.408	24848	0	0
2023.11.27	149.366	149.670	148.541	148.668	37281	0	0
2023.11.28	148.667	148.828	147.320	147.464	45511	0	1
2023.11.29	147.483	147.902	146.669	147.231	55576	0	3
2023.11.30	147.232	148.509	146.838	148.179	66026	0	0
2023.12.01	148.179	148.348	146.660	146.788	64091	0	0
2023.12.04	146.682	147.452	146.226	147.203	69257	0	0
2023.12.05	147.132	147.387	146.558	147.134	63188	0	0
2023.12.06	147.139	147.497	146.897	147.293	52548	0	0
2023.12.07	147.307	147.309	141.633	144.093	89590	0	0
2023.12.08	144.120	145.218	142.496	144.900	93410	0	0
2023.12.11	144.934	146.586	144.813	146.147	66791	0	0
2023.12.12	146.148	146.176	144.735	145.431	63161	0	0
2023.12.13	145.500	145.992	142.638	142.884	74453	0	0
2023.12.14	142.885	142.912	140.959	141.855	96341	0	0
2023.12.15	141.848	142.466	141.427	142.099	228453	0	0
2023.12.18	142.024	143.158	142.013	142.761	225992	0	0
2023.12.19	142.725	144.958	142.240	143.814	410903	0	0
2023.12.20	143.816	144.096	143.262	143.550	253358	0	2
2023.12.21	143.571	143.571	142.043	142.101	266430	0	3
2023.12.22	142.064	142.663	141.858	142.389	243309	0	0
2023.12.25	142.345	142.485	142.216	142.409	244	0	54
2023.12.26	142.277	142.635	142.090	142.395	106256	0	3
2023.12.27	142.394	142.846	141.542	141.812	179611	0	0
2023.12.28	141.818	141.824	140.249	141.368	250792	0	0
2023.12.29	141.338	141.913	140.791	140.991	221987	0	1
2024.01.02	140.830	142.216	140.807	141.970	237476	0	0
2024.01.03	141.829	143.731	141.771	143.288	275087	0	3
2024.01.04	143.289	144.852	142.850	144.622	267701	0	3
2024.01.05	144.518	145.979	143.806	144.558	354170	0	2
2024.01.08	144.441	144.918	143.662	144.220	229689	0	1
2024.01.09	144.195	144.620	143.417	144.464	252199	0	0
2024.01.10	144.440	145.830	144.316	145.749	210003	0	1
2024.01.11	145.736	146.417	144.953	145.274	344680	0	3
2024.01.12	145.256	145.568	144.349	144.906	303780	0	1
2024.01.15	144.849	145.942	144.749	145.708	163386	0	0
2024.01.16	145.709	147.311	145.582	147.182	313385	0	1
2024.01.17	147.182	148.528	147.042	148.154	301866	0	0
2024.01.18	148.141	148.302	147.654	148.154	272255	0	1
2024.01.19	148.154	148.804	147.835	148.112	266831	0	3
2024.01.22	148.212	148.304	147.616	148.092	230170	0	3
2024.01.23	148.093	148.693	146.977	148.321	334622	0	3
2024.01.24	148.319	148.396	146.646	147.497	305222	0	2
2024.01.25	147.489	147.949	147.083	147.652	288074	0	3
2024.01.26	147.634	148.204	147.422	148.150	248643	0	3
2024.01.29	148.063	148.332	147.246	147.487	190842	0	3
2024.01.30	147.496	147.928	147.086	147.594	222968	0	2
2024.01.31	147.592	147.901	146.005	146.894	440600	0	0
2024.02.01	146.890	147.114	145.895	146.412	355362	0	0
2024.02.02	146.421	148.586	146.198	148.341	284890	0	0
2024.02.05	148.408	148.895	148.264	148.669	232604	0	3
2024.02.06	148.669	148.788	147.815	147.933	150961	0	3
2024.02.07	147.935	148.258	147.617	148.177	112156	0	3
2024.02.08	148.173	149.479	147.928	149.308	119391	0	3
2024.02.09	149.309	149.576	149.008	149.251	103861	0	3
2024.02.12	149.210	149.478	148.926	149.332	92689	0	4
2024.02.13	149.334	150.881	149.193	150.818	111920	0	3
2024.02.14	150.798	150.806	150.340	150.547	106893	0	4
2024.02.15	150.544	150.573	149.531	149.899	116060	0	1
2024.02.16	149.894	150.646	149.823	150.176	105254	0	4
2024.02.19	150.080	150.190	149.871	150.109	62836	0	2
2024.02.20	150.108	150.436	149.681	149.996	104393	0	4
2024.02.21	149.994	150.390	149.849	150.289	96719	0	4
2024.02.22	150.302	150.686	150.015	150.520	113102	0	4
2024.02.23	150.524	150.768	150.292	150.504	89984	0	1
2024.02.26	150.493	150.835	150.239	150.676	96939	0	4
2024.02.27	150.683	150.704	150.074	150.486	89318	0	4
2024.02.28	150.502	150.843	150.369	150.679	91892	0	4
2024.02.29	150.684	150.692	149.205	149.955	128047	0	4
2024.03.01	149.968	150.721	149.903	150.062	112792	0	4
2024.03.04	149.985	150.568	149.836	150.502	94471	0	4
2024.03.05	150.523	150.541	149.702	150.049	105221	0	3
2024.03.06	150.046	150.081	149.090	149.366	114071	0	1
2024.03.07	149.367	149.387	147.578	148.022	144723	0	4
2024.03.08	148.040	148.114	146.480	147.050	137922	0	4
2024.03.11	147.030	147.147	146.483	146.953	105877	0	4
2024.03.12	146.952	148.175	146.615	147.607	89535	0	0
2024.03.13	147.623	148.043	147.232	147.623	65889	0	0
2024.03.14	147.622	148.356	147.437	148.281	65531	0	0
2024.03.15	148.281	149.163	148.031	149.005	57737	0	0
2024.03.18	149.050	149.329	148.906	149.100	51403	0	0
2024.03.19	149.094	150.962	149.000	150.770	68873	0	0
2024.03.20	150.769	151.817	150.715	151.191	62232	0	0
2024.03.21	151.190	151.753	150.261	151.583	70354	0	0
2024.03.22	151.585	151.860	151.001	151.415	63267	0	0
2024.03.25	151.425	151.542	151.051	151.399	48813	0	0
2024.03.26	151.398	151.603	151.207	151.508	44375	0	0
2024.03.27	151.508	151.968	151.025	151.256	56573	0	0
2024.03.28	151.254	151.542	151.148	151.371	49019	0	0
2024.03.29	151.369	151.497	151.173	151.321	20095	0	3
2024.04.01	151.310	151.770	151.218	151.637	39286	0	0
2024.04.02	151.642	151.802	151.462	151.549	43138	0	0
2024.04.03	151.531	151.954	151.439	151.684	42375	0	0
2024.04.04	151.670	151.770	151.119	151.332	42017	0	0
2024.04.05	151.336	151.750	150.810	151.617	56675	0	0
2024.04.08	151.640	151.942	151.543	151.810	39040	0	0
2024.04.09	151.817	151.935	151.568	151.765	38792	0	0
2024.04.10	151.759	153.235	151.650	153.143	51824	0	0
2024.04.11	153.153	153.317	152.757	153.249	56791	0	0
2024.04.12	153.268	153.383	152.592	153.262	57667	0	0
2024.04.15	153.050	154.442	152.951	154.264	62774	0	0
2024.04.16	154.268	154.784	153.893	154.690	61384	0	0
2024.04.17	154.695	154.732	154.155	154.372	50270	0	0
2024.04.18	154.374	154.676	153.957	154.632	55586	0	0
2024.04.19	154.612	154.671	153.588	154.625	88800	0	0
2024.04.22	154.479	154.851	154.356	154.835	30096	0	0
2024.04.23	154.835	154.875	154.556	154.822	29895	0	0
2024.04.24	154.825	155.371	154.728	155.338	31651	0	0
2024.04.25	155.316	155.745	155.193	155.643	36551	0	0
2024.04.26	155.610	158.440	154.963	158.333	46350	0	0
2024.04.29	157.870	160.222	154.530	156.338	69166	0	0
2024.04.30	156.329	157.841	156.051	157.789	45340	0	0
2024.05.01	157.780	157.986	152.996	154.614	44630	0	0
2024.05.02	154.575	156.279	153.053	153.697	66271	0	0
2024.05.03	153.592	153.778	151.860	152.946	55940	0	0
2024.05.06	152.920	154.005	152.747	153.870	40282	0	0
2024.05.07	153.901	154.745	153.840	154.683	42439	0	0
2024.05.08	154.684	155.678	154.507	155.523	37159	0	0
2024.05.09	155.546	155.952	155.159	155.469	35738	0	0
2024.05.10	155.474	155.904	155.262	155.751	32581	0	0
2024.05.13	155.742	156.245	155.507	156.185	29542	0	0
2024.05.14	156.201	156.790	156.011	156.413	31301	0	0
2024.05.15	156.389	156.558	154.688	154.865	43623	0	0
2024.05.16	154.856	155.528	153.597	155.359	50432	0	0
2024.05.17	155.363	155.979	155.248	155.613	34412	0	0
2024.05.20	155.610	156.300	155.497	156.236	32301	0	0
2024.05.21	156.222	156.544	155.847	156.148	37642	0	0
2024.05.22	156.141	156.832	156.092	156.765	34424	0	0
2024.05.23	156.769	157.194	156.526	156.898	37261	0	0
2024.05.24	156.901	157.143	156.822	156.987	31209	0	0
2024.05.27	156.940	157.010	156.662	156.879	21423	0	0
2024.05.28	156.808	157.198	156.580	157.127	32014	0	0
2024.05.29	157.130	157.708	156.894	157.627	32049	0	0
2024.05.30	157.626	157.667	156.372	156.768	45206	0	0
2024.05.31	156.795	157.365	156.557	157.220	46209	0	0
2024.06.03	157.180	157.472	155.949	156.047	43275	0	0
2024.06.04	156.049	156.484	154.544	154.875	55218	0	0
2024.06.05	154.873	156.482	154.783	156.065	48866	0	0
2024.06.06	156.075	156.444	155.366	155.591	48484	0	0
2024.06.07	155.528	157.074	155.123	156.762	49834	0	0
2024.06.10	156.680	157.194	156.518	156.992	42543	0	0
2024.06.11	156.994	157.402	156.806	157.115	40049	0	0
2024.06.12	157.113	157.370	155.718	156.703	46766	0	0
2024.06.13	156.703	157.312	156.561	157.017	46176	0	0
2024.06.14	157.003	158.255	156.810	157.355	58914	0	0
2024.06.17	157.295	157.958	157.155	157.715	38759	0	0
2024.06.18	157.702	158.228	157.516	157.847	40100	0	0
2024.06.19	157.840	158.129	157.603	158.075	21537	0	0
2024.06.20	158.068	158.945	157.920	158.926	34078	0	0
2024.06.21	158.923	159.826	158.670	159.783	36956	0	0
2024.06.24	159.760	159.928	158.737	159.604	38569	0	0
2024.06.25	159.589	159.756	159.189	159.679	36281	0	0
2024.06.26	159.654	160.865	159.607	160.805	39757	0	0
2024.06.27	160.768	160.824	160.285	160.734	36627	0	0
2024.06.28	160.749	161.282	160.261	160.826	47835	0	0
2024.07.01	160.760	161.727	160.699	161.458	37851	0	0
2024.07.02	161.432	161.743	161.341	161.587	14276	0	0
2024.07.03	161.422	161.950	160.773	161.678	34062	0	0
2024.07.04	161.662	161.693	160.946	161.266	25874	0	0
2024.07.05	161.256	161.394	160.331	160.739	44710	0	0
2024.07.08	160.750	161.118	160.261	160.815	38704	0	0
2024.07.09	160.787	161.516	160.729	161.321	35912	0	0
2024.07.10	161.308	161.804	161.241	161.672	29356	0	0
2024.07.11	161.665	161.759	157.410	158.842	43237	0	0
2024.07.12	158.857	159.446	157.371	157.861	60076	0	0
2024.07.15	158.073	158.418	157.150	158.083	42758	0	0
2024.07.16	158.017	158.854	157.917	158.350	36902	0	0
2024.07.17	158.332	158.615	156.063	156.203	56320	0	0
2024.07.18	156.147	157.400	155.370	157.356	61459	0	0
2024.07.19	157.357	157.862	156.966	157.445	51299	0	0
2024.07.22	157.430	157.613	156.285	157.000	51065	0	0
2024.07.23	157.008	157.101	155.542	155.565	56762	0	0
2024.07.24	155.582	155.991	153.106	153.850	64825	0	0
2024.07.25	153.852	154.315	151.942	153.937	77239	0	0
2024.07.26	153.938	154.737	153.110	153.723	65689	0	0
2024.07.29	153.675	154.353	153.014	154.000	65193	0	0
2024.07.30	153.994	155.214	152.659	152.734	63858	0	0
2024.07.31	152.762	153.920	149.609	149.969	91046	0	0
2024.08.01	149.944	150.888	148.512	149.342	87296	0	0
2024.08.02	149.361	149.771	146.418	146.485	87658	0	0
2024.08.05	146.382	146.564	141.689	144.183	103595	0	0
2024.08.06	144.182	146.373	143.627	144.291	95864	0	0
2024.08.07	144.320	147.897	144.237	146.658	92122	0	0
2024.08.08	146.659	147.541	145.431	147.235	82329	0	0
2024.08.09	147.231	147.813	146.271	146.586	57838	0	0
2024.08.12	146.543	148.220	146.421	147.183	59662	0	2
2024.08.13	147.189	147.945	146.597	146.820	60647	0	2
2024.08.14	146.809	147.574	146.072	147.304	65603	0	2
2024.08.15	147.299	149.376	147.053	149.267	56041	0	2
2024.08.16	149.257	149.342	147.567	147.590	57724	0	2
2024.08.19	147.577	148.050	145.187	146.565	69447	0	2
2024.08.20	146.566	147.342	145.194	145.246	66902	0	2
2024.08.21	145.232	146.885	144.454	145.207	76205	0	2
2024.08.22	145.176	146.529	144.846	146.276	66915	0	2
2024.08.23	146.273	146.479	144.046	144.336	63572	0	2
2024.08.26	144.270	144.650	143.447	144.507	65498	0	2
2024.08.27	144.513	145.173	143.917	143.933	58685	0	2
2024.08.28	143.927	145.036	143.684	144.569	62465	0	2
2024.08.29	144.590	145.550	144.220	144.981	65683	0	2
2024.08.30	144.979	146.246	144.658	146.151	56403	0	2
2024.09.02	146.060	147.172	145.776	146.912	41580	0	2
2024.09.03	146.894	147.206	145.106	145.455	68345	0	2
2024.09.04	145.451	145.557	143.706	143.722	75084	0	2
2024.09.05	143.715	144.224	142.849	143.429	77386	0	2
2024.09.06	143.426	144.063	141.751	142.257	78345	0	2
2024.09.09	142.220	143.794	141.949	143.163	75800	0	2
2024.09.10	143.165	143.708	142.195	142.447	67359	0	2
2024.09.11	142.429	142.545	140.709	142.342	84954	0	2
2024.09.12	142.292	143.042	141.724	141.802	80289	0	2
2024.09.13	141.803	141.877	140.282	140.793	74121	0	2
2024.09.16	140.840	140.917	139.578	140.600	66694	0	2
2024.09.17	140.587	142.464	140.320	142.391	71835	0	1
2024.09.18	142.390	142.707	140.440	142.258	73953	0	2
2024.09.19	142.265	143.942	141.881	142.609	84361	0	2
2024.09.20	142.612	144.494	141.737	143.845	77622	0	2
2024.09.23	143.895	144.457	143.164	143.581	71938	0	2
2024.09.24	143.488	144.677	143.110	143.201	71468	0	2
2024.09.25	143.202	144.842	142.889	144.731	66810	0	2
2024.09.26	144.728	145.210	144.109	144.806	69289	0	2
2024.09.27	144.772	146.492	142.067	142.169	81706	0	2
2024.09.30	142.116	143.914	141.643	143.606	71599	0	2
2024.10.01	143.593	144.534	142.971	143.546	77961	0	2
2024.10.02	143.553	146.510	143.421	146.439	70595	0	2
2024.10.03	146.436	147.241	146.255	146.897	71550	0	2
2024.10.04	146.871	149.002	145.918	148.661	69631	0	2
2024.10.07	148.639	149.123	147.851	148.172	70595	0	2
2024.10.08	148.118	148.379	147.344	148.171	67234	0	2
2024.10.09	148.179	149.362	148.011	149.286	55175	0	2
2024.10.10	149.240	149.601	148.239	148.553	63353	0	2
2024.10.11	148.539	149.283	148.401	149.102	49028	0	2
2024.10.14	148.952	149.981	148.952	149.734	39204	0	2
2024.10.15	149.733	149.834	148.851	149.181	52996	0	1
2024.10.16	149.288	149.805	148.872	149.617	48818	0	1
2024.10.17	149.560	150.321	149.238	150.188	53081	0	2
2024.10.18	150.147	150.283	149.364	149.488	49252	0	2
2024.10.21	149.490	150.884	149.084	150.818	47502	0	3
2024.10.22	150.758	151.193	150.490	151.050	54028	0	1
2024.10.23	151.054	153.183	150.976	152.745	58731	0	2
2024.10.24	152.733	152.824	151.549	151.808	62429	0	2
2024.10.25	151.839	152.378	151.441	152.287	54891	0	3
2024.10.28	152.897	153.881	152.409	153.242	62987	0	1
2024.10.29	153.236	153.865	152.752	153.330	61337	0	2
2024.10.30	153.330	153.494	152.778	153.306	62054	0	2
2024.10.31	153.304	153.616	151.835	152.041	70290	0	1
2024.11.01	152.040	153.093	151.787	152.950	65299	0	2
2024.11.04	152.292	152.551	151.533	152.111	64208	0	2
2024.11.05	152.096	152.543	151.334	151.589	56252	0	1
2024.11.06	151.607	154.697	151.287	154.595	101049	0	2
2024.11.07	154.582	154.709	152.692	152.894	80134	0	2
2024.11.08	152.913	153.367	152.141	152.618	72413	0	2
2024.11.11	152.609	153.951	152.606	153.704	53484	0	1
2024.11.12	153.692	154.923	153.403	154.585	62591	0	2
2024.11.13	154.574	155.621	154.342	155.449	67314	0	2
2024.11.14	155.385	156.415	155.278	156.237	66540	0	2
2024.11.15	156.256	156.746	153.860	154.308	76263	0	2
2024.11.18	154.200	155.354	153.838	154.638	73760	0	2
2024.11.19	154.624	154.797	153.282	154.627	75298	0	2
2024.11.20	154.624	155.885	154.523	155.370	61873	0	2
2024.11.21	155.363	155.414	153.908	154.520	76056	0	2
2024.11.22	154.476	155.016	153.965	154.704	71463	0	2
2024.11.25	154.133	154.721	153.547	154.164	72729	0	2
2024.11.26	154.201	154.486	152.986	153.088	74928	0	2
2024.11.27	153.074	153.232	150.453	151.052	77236	0	2
2024.11.28	150.985	151.947	150.901	151.513	46945	0	2
2024.11.29	151.517	151.542	149.465	149.660	76142	0	0
